state,Office,District,candidate_name_party,seat_status,filing_date,primary_date,election_date,Party,Candidate,Women Running,officeperstate,partyperstate,officeperdist,State,Abbreviation,percentparty,percentdem,percentrepub
GA,US Congressional Representative,07,Kathleen Allen (D),C,3/9/2018,5/22/2018,11/6/2018,D,Kathleen Allen,12,9,11,3,Georgia,Ga.,92,92,8
GA,US Congressional Representative,07,Carolyn Bourdeaux (D),C,3/9/2018,5/22/2018,11/6/2018,D,Carolyn Bourdeaux,12,9,11,3,Georgia,Ga.,92,92,8
GA,US Congressional Representative,07,Melissa Davis (D),C,3/9/2018,5/22/2018,11/6/2018,D,Melissa Davis,12,9,11,3,Georgia,Ga.,92,92,8
GA,US Congressional Representative,10,Kellie L. Collins (D),C,3/9/2018,5/22/2018,11/6/2018,D,Kellie L. Collins,12,9,11,2,Georgia,Ga.,92,92,8
GA,US Congressional Representative,10,Chalis Pomeroy Montgonmery (D),C,3/9/2018,5/22/2018,11/6/2018,D,Chalis Pomeroy Montgonmery,12,9,11,2,Georgia,Ga.,92,92,8
GA,US Congressional Representative,11,Elizabeth N. Webster (D),C,3/9/2018,5/22/2018,11/6/2018,D,Elizabeth N. Webster,12,9,11,1,Georgia,Ga.,92,92,8
GA,Governor,State,Stacey Abrams (D),O,3/9/2018,5/22/2018,11/6/2018,D,Stacey Abrams,12,2,11,2,Georgia,Ga.,92,92,8
GA,Governor,State,Stacey Evans (D),O,3/9/2018,5/22/2018,11/6/2018,D,Stacey Evans,12,2,11,2,Georgia,Ga.,92,92,8
GA,Insurance Commissioner,State,Cindy Zeldin (D),O,3/9/2018,5/22/2018,11/6/2018,D,Cindy Zeldin,12,1,11,1,Georgia,Ga.,92,92,8
HI,Lieutenant Governor,State,Kim Coco Iwamoto (D),O,6/5/2018,8/11/2018,11/6/2018,D,Kim Coco Iwamoto,8,2,7,2,Hawaii,Hawaii,88,88,12
HI,US Congressional Senator,State,Mazie K. Hirono (D),I,6/5/2018,8/11/2018,11/6/2018,D,Mazie K. Hirono,8,1,7,1,Hawaii,Hawaii,88,88,12
HI,US Congressional Representative,01,Donna Mercado Kim (D),O,6/5/2018,8/11/2018,11/6/2018,D,Donna Mercado Kim,8,3,7,1,Hawaii,Hawaii,88,88,12
HI,US Congressional Representative,02,Tulsi Gabbard (D),I,6/5/2018,8/11/2018,11/6/2018,D,Tulsi Gabbard,8,3,7,2,Hawaii,Hawaii,88,88,12
HI,US Congressional Representative,02,Sherly F. Campagna (D),CP,6/5/2018,8/11/2018,11/6/2018,D,Sherly F. Campagna,8,3,7,2,Hawaii,Hawaii,88,88,12
HI,Lieutenant Governor,State,Jill Tokuda (D),O,6/5/2018,8/11/2018,11/6/2018,D,Jill Tokuda,8,2,7,2,Hawaii,Hawaii,88,88,12
HI,Governor,State,Colleen W. Hanabusa (D),CP,6/5/2018,8/11/2018,11/6/2018,D,Colleen W. Hanabusa,8,2,7,2,Hawaii,Hawaii,88,88,12
HI,Governor,State,Andria P.L. Tupola (R),C,6/5/2018,8/11/2018,11/6/2018,R,Andria P.L. Tupola,8,2,1,2,Hawaii,Hawaii,12,88,12
IA,Governor,State,Janet Petersen (D),C,3/16/2018,6/5/2018,11/6/2018,D,Janet Petersen,12,4,9,4,Iowa,Iowa,75,75,25
IA,Governor,State,Kim Reynolds (R),I,3/16/2018,6/5/2018,11/6/2018,R,Kim Reynolds,12,4,3,4,Iowa,Iowa,25,75,25
IA,US Congressional Representative,01,Abby Finkenauer (D),C,3/16/2018,6/5/2018,11/6/2018,D,Abby Finkenauer,12,7,9,2,Iowa,Iowa,75,75,25
IA,Governor,State,Andy H. McGuire (D),C,3/16/2018,6/5/2018,11/6/2018,D,Andy H. McGuire,12,4,9,4,Iowa,Iowa,75,75,25
IA,Governor,State,Cathy Glasson (D),C,3/16/2018,6/5/2018,11/6/2018,D,Cathy Glasson,12,4,9,4,Iowa,Iowa,75,75,25
IA,Auditor,State,Mary Mosiman (R),I,3/16/2018,6/5/2018,11/6/2018,R,Mary Mosiman,12,1,3,1,Iowa,Iowa,25,75,25
IA,US Congressional Representative,03,Theresa A. Greenfield (D),C,3/16/2018,6/5/2018,11/6/2018,D,Theresa A. Greenfield,12,7,9,3,Iowa,Iowa,75,75,25
IA,US Congressional Representative,04,Leann Jacobsen (D),C,3/16/2018,6/5/2018,11/6/2018,D,Leann Jacobsen,12,7,9,2,Iowa,Iowa,75,75,25
IA,US Congressional Representative,04,Cyndi Hanson (R),CP,3/16/2018,6/5/2018,11/6/2018,R,Cyndi Hanson,12,7,3,2,Iowa,Iowa,25,75,25
IA,US Congressional Representative,03,Cindy Axne (D),C,3/16/2018,6/5/2018,11/6/2018,D,Cindy Axne,12,7,9,3,Iowa,Iowa,75,75,25
IA,US Congressional Representative,03,Heather A. Ryan (D),C,3/16/2018,6/5/2018,11/6/2018,D,Heather A. Ryan,12,7,9,3,Iowa,Iowa,75,75,25
IA,US Congressional Representative,01,Courtney Rowe (D),C,3/16/2018,6/5/2018,11/6/2018,D,Courtney Rowe,12,7,9,2,Iowa,Iowa,75,75,25
ID,Lieutenant Governor,State,Janice K. McGeachin (R),O,3/9/2018,5/15/2018,11/6/2018,R,Janice K. McGeachin,7,2,6,2,Idaho,Idaho,86,14,86
ID,Governor,State,HyDee Liebelt (R),O,3/9/2018,5/15/2018,11/6/2018,R,HyDee Liebelt,7,2,6,2,Idaho,Idaho,86,14,86
ID,Governor,State,Paulette Jordan (D),O,3/9/2018,5/15/2018,11/6/2018,D,Paulette Jordan,7,2,1,2,Idaho,Idaho,14,14,86
ID,US Congressional Representative,01,Christy Perry (R),O,3/9/2018,5/15/2018,11/6/2018,R,Christy Perry,7,1,6,1,Idaho,Idaho,86,14,86
ID,Lieutenant Governor,State,Kelley Packer (R),O,3/9/2018,5/15/2018,11/6/2018,R,Kelley Packer,7,2,6,2,Idaho,Idaho,86,14,86
ID,State Treasurer,State,Vicky McIntyre (R),O,3/9/2018,5/15/2018,11/6/2018,R,Vicky McIntyre,7,1,6,1,Idaho,Idaho,86,14,86
ID,Superintendent of Public Instruction,State,Sherri Ybarra (R),I,3/9/2018,5/15/2018,11/6/2018,R,Sherri Ybarra,7,1,6,1,Idaho,Idaho,86,14,86
IL,Lieutenant Governor,State,Litesa E. Wallace (D),C,Filed,3/20/2018,11/6/2018,D,Litesa E. Wallace,29,4,23,4,Illinois,Ill.,79,79,21
IL,Lieutenant Governor,State,Patricia Avery (D),C,Filed,3/2012018,11/6/2018,D,Patricia Avery,29,4,23,4,Illinois,Ill.,79,79,21
IL,Attorney General,State,Erika N.L. Harold (R),O,Filed,3/20/2018,11/6/2018,R,Erika N.L. Harold,29,3,6,3,Illinois,Ill.,21,79,21
IL,Attorney General,State,Nancy Rotering (D),O,Filed,3/20/2018,11/6/2018,D,Nancy Rotering,29,3,23,3,Illinois,Ill.,79,79,21
IL,Attorney General,State,Sharon Fairley (D),O,Filed,3/20/2018,11/6/2018,D,Sharon Fairley,29,3,23,3,Illinois,Ill.,79,79,21
IL,Comptroller,State,Susana Mendoza (D),I,Filed,3/20/2018,11/6/2018,D,Susana Mendoza,29,2,23,2,Illinois,Ill.,79,79,21
IL,Comptroller,State,Darlene Senger (R),C,Filed,3/20/2018,11/6/2018,R,Darlene Senger,29,2,6,2,Illinois,Ill.,21,79,21
IL,US Congressional Representative,02,Robin L. Kelly (D),I,Filed,3/20/2018,11/6/2018,D,Robin L. Kelly,29,19,23,1,Illinois,Ill.,79,79,21
IL,US Congressional Representative,03,Marie Newman (D),CP,Filed,3/20/2018,11/6/2018,D,Marie Newman,29,19,23,1,Illinois,Ill.,79,79,21
IL,US Congressional Representative,04,Sol Flores (D),O,Filed,3/20/2018,11/6/2018,D,Sol Flores,29,19,23,2,Illinois,Ill.,79,79,21
IL,Governor,State,Jeanne M. Ives (R),CP,Filed,3/20/2018,11/6/2018,R,Jeanne M. Ives,29,1,6,1,Illinois,Ill.,21,79,21
IL,Lieutenant Governor,State,Evelyn Sanguinetti (R),I,Filed,3/20/2018,11/6/2018,R,Evelyn Sanguinetti,29,4,6,4,Illinois,Ill.,21,79,21
IL,Lieutenant Governor,State,Juliana Stratton (D),C,Filed,3/20/2018,11/6/2018,D,Juliana Stratton,29,4,23,4,Illinois,Ill.,79,79,21
IL,US Congressional Representative,06,Carole Cheney (D),C,Filed,3/20/2018,11/6/2018,D,Carole Cheney,29,19,23,5,Illinois,Ill.,79,79,21
IL,US Congressional Representative,06,Kelly Mazeski (D),C,Filed,3/20/2018,11/6/2018,D,Kelly Mazeski,29,19,23,5,Illinois,Ill.,79,79,21
IL,US Congressional Representative,06,Jennifer Zordani (D),C,Filed,3/20/2018,11/6/2018,D,Jennifer Zordani,29,19,23,5,Illinois,Ill.,79,79,21
IL,US Congressional Representative,06,Becky Anderson Wilkins (D),C,Filed,3/20/2018,11/6/2018,D,Becky Anderson Wilkins,29,19,23,5,Illinois,Ill.,79,79,21
IL,US Congressional Representative,08,Vandana Jhingan (R),C,Filed,3/20/2018,11/6/2018,R,Vandana Jhingan,29,19,6,1,Illinois,Ill.,21,79,21
IL,US Congressional Representative,09,Jan D. Schakowsky (D),I,Filed,3/20/2018,11/6/2018,D,Jan D. Schakowsky,29,19,23,1,Illinois,Ill.,79,79,21
IL,US Congressional Representative,13,Betsy Dirksen Londrigan (D),C,Filed,3/20/2018,11/6/2018,D,Betsy Dirksen Londrigan,29,19,23,2,Illinois,Ill.,79,79,21
IL,US Congressional Representative,13,Angel Sides (D),C,Filed,3/20/2018,11/6/2018,D,Angel Sides,29,19,23,2,Illinois,Ill.,79,79,21
IL,US Congressional Representative,14,Lauren A. Underwood (D),C,Filed,3/20/2018,11/6/2018,D,Lauren A. Underwood,29,19,23,1,Illinois,Ill.,79,79,21
IL,US Congressional Representative,16,Sara Dady (D),C,Filed,3/20/2018,11/6/2018,D,Sara Dady,29,19,23,3,Illinois,Ill.,79,79,21
IL,US Congressional Representative,16,Amy Murri Briel (D),C,Filed,3/20/2018,11/6/2018,D,Amy Murri Briel,29,19,23,3,Illinois,Ill.,79,79,21
IL,US Congressional Representative,16,Beth Vercolio-Osmund (D),C,Filed,3/20/2018,11/6/2018,D,Beth Vercolio-Osmund,29,19,23,3,Illinois,Ill.,79,79,21
IL,US Congressional Representative,17,Cheri L. Bustos (D),I,Filed,3/20/2018,11/6/2018,D,Cheri L. Bustos,29,19,23,1,Illinois,Ill.,79,79,21
IL,US Congressional Representative,06,Amanda D. Howland (D),C,Filed,3/20/2018,11/6/2018,D,Amanda D. Howland,29,19,23,5,Illinois,Ill.,79,79,21
IL,US Congressional Representative,04,Ann Melichar (R),O,Filed,3/20/2018,11/6/2018,R,Ann Melichar,29,19,6,2,Illinois,Ill.,21,79,21
IL,US Congressional Representative,05,Sameena Mustafa (D),CP,Filed,3/20/2018,11/6/2018,D,Sameena Mustafa,29,19,23,1,Illinois,Ill.,79,79,21
IN,Auditor,State,Tera Klutz (R),I,2/9/2018,5/8/2018,11/6/2018,R,Tera Klutz,11,1,5,1,Indiana,Ind.,45,55,45
IN,State Treasurer,State,Kelly Mitchell (R),I,2/9/2018,5/8/2018,11/6/2018,R,Kelly Mitchell,11,1,5,1,Indiana,Ind.,45,55,45
IN,US Congressional Representative,03,Courtney Tritch (D),C,2/9/2018,5/8/2018,11/6/2018,D,Courtney Tritch,11,8,6,1,Indiana,Ind.,55,55,45
IN,US Congressional Representative,04,Sheryl Shipley (D),O,2/9/2018,5/8/2018,11/6/2018,D,Sheryl Shipley,11,8,6,2,Indiana,Ind.,55,55,45
IN,US Congressional Representative,02,Jackie Swihart Walorski (R),I,2/9/2018,5/8/2018,11/6/2018,R,Jackie Swihart Walorski,11,8,5,2,Indiana,Ind.,45,55,45
IN,US Congressional Representative,02,Mary Patricia Hackett (D),C,2/9/2018,5/8/2018,11/6/2018,D,Mary Patricia Hackett,11,8,6,2,Indiana,Ind.,55,55,45
IN,US Congressional Representative,07,Sue Spicer (D),CP,2/9/2018,5/8/2018,11/6/2018,D,Sue Spicer,11,8,6,1,Indiana,Ind.,55,55,45
IN,US Congressional Representative,09,Liz Watson (D),C,2/9/2018,5/8/2018,11/6/2018,D,Liz Watson,11,8,6,1,Indiana,Ind.,55,55,45
IN,US Congressional Representative,04,Tobi Beck (D),O,2/9/2018,5/8/2018,11/6/2018,D,Tobi Beck,11,8,6,2,Indiana,Ind.,55,55,45
IN,US Congressional Representative,05,Susan W. Brooks (R),I,2/9/2018,5/8/2018,11/6/2018,R,Susan W. Brooks,11,8,5,1,Indiana,Ind.,45,55,45
IN,Secretary of State,State,Connie Lawson (R),I,2/9/2018,5/8/2018,11/6/2018,R,Connie Lawson,11,1,5,1,Indiana,Ind.,45,55,45
KS,US Congressional Representative,04,Laura Lombard (D),C,6/1/2018,8/7/2018,11/6/2018,D,Laura Lombard,4,2,3,1,Kansas,Kans.,75,75,25
KS,Governor,State,Laura Kelly (D),O,6/1/2018,8/7/2018,11/6/2018,D,Laura Kelly,4,1,3,1,Kansas,Kans.,75,75,25
KS,Secretary of State,State,Marci A. Francisco (D),O,6/1/2018,8/7/2018,11/6/2018,D,Marci A. Francisco,4,1,3,1,Kansas,Kans.,75,75,25
KS,US Congressional Representative,02,Caryn Tyson (R),O,6/1/2018,8/7/2018,11/6/2018,R,Caryn Tyson,4,2,1,1,Kansas,Kans.,25,75,25
KY,US Congressional Representative,02,Rane Sessions (D),C,1/30/2018,5/22/2018,11/6/2018,D,Rane Sessions,5,5,5,1,Kentucky,Ky.,100,100,0
KY,US Congressional Representative,06,Amy McGrath (D),C,1/30/2018,5/22/2018,11/6/2018,D,Amy McGrath,5,5,5,2,Kentucky,Ky.,100,100,0
KY,US Congressional Representative,04,Christina Lord (D),C,1/30/2018,5/22/2018,11/6/2018,D,Christina Lord,5,5,5,2,Kentucky,Ky.,100,100,0
KY,US Congressional Representative,04,Patti Piatt (D),C,1/30/2018,5/22/2018,11/6/2018,D,Patti Piatt,5,5,5,2,Kentucky,Ky.,100,100,0
KY,US Congressional Representative,06,Leslie Combs (D),C,1/30/2018,5/22/2018,11/6/2018,D,Leslie Combs,5,5,5,2,Kentucky,Ky.,100,100,0
MA,Auditor,State,Suzanne Bump (D),I,6/5/2018,9/18/2018,11/6/2018,D,Suzanne Bump,18,1,14,1,Massachusetts,Mass.,78,78,22
MA,Governor,State,Kim Driscoll (D),C,6/5/2018,9/18/2018,11/6/2018,D,Kim Driscoll,18,1,14,1,Massachusetts,Mass.,78,78,22
MA,Lieutenant Governor,State,Karyn Polito (R),I,6/5/2018,9/18/2018,11/6/2018,R,Karyn Polito,18,1,4,1,Massachusetts,Mass.,22,78,22
MA,Attorney General,State,Maura Healey (D),I,6/5/2018,9/18/2018,11/6/2018,D,Maura Healey,18,1,14,1,Massachusetts,Mass.,78,78,22
MA,US Congressional Senator,State,Heidi M. Wellman (R),C,6/5/2018,9/18/2018,11/6/2018,R,Heidi M. Wellman,18,3,4,3,Massachusetts,Mass.,22,78,22
MA,US Congressional Representative,03,Eileen Donoghue (D),O,6/5/2018,9/18/2018,11/6/2018,D,Eileen Donoghue,18,10,14,8,Massachusetts,Mass.,78,78,22
MA,US Congressional Representative,03,Barbara L'Italien (D),O,6/5/2018,9/18/2018,11/6/2018,D,Barbara L'Italien,18,10,14,8,Massachusetts,Mass.,78,78,22
MA,US Congressional Representative,03,Sheila Harrington (R),O,6/5/2018,9/18/2018,11/6/2018,R,Sheila Harrington,18,10,4,8,Massachusetts,Mass.,22,78,22
MA,US Congressional Representative,03,Ellen Meehan (D),O,6/5/2018,9/18/2018,11/6/2018,D,Ellen Meehan,18,10,14,8,Massachusetts,Mass.,78,78,22
MA,US Congressional Representative,03,Lori Trahan (D),O,6/5/2018,9/18/2018,11/6/2018,D,Lori Trahan,18,10,14,8,Massachusetts,Mass.,78,78,22
MA,US Congressional Representative,03,Juana B. Matias (D),O,6/5/2018,9/18/2018,11/6/2018,D,Juana B. Matias,18,10,14,8,Massachusetts,Mass.,78,78,22
MA,US Congressional Representative,03,Alexandra E. Chandler (D),O,6/5/2018,9/18/2018,11/6/2018,D,Alexandra E. Chandler,18,10,14,8,Massachusetts,Mass.,78,78,22
MA,US Congressional Representative,03,Bopha T. Malone (D),O,6/5/2018,9/18/2018,11/6/2018,D,Bopha T. Malone,18,10,14,8,Massachusetts,Mass.,78,78,22
MA,US Congressional Representative,05,Katherine M. Clark (D),I,6/5/2018,9/18/2018,11/6/2018,D,Katherine M. Clark,18,10,14,1,Massachusetts,Mass.,78,78,22
MA,US Congressional Representative,08,Brianna Wu (D),CP,6/5/2018,9/18/2018,11/6/2018,D,Brianna Wu,18,10,14,1,Massachusetts,Mass.,78,78,22
MA,State Treasurer,State,Deborah Goldberg (D),I,6/5/2018,9/18/2018,11/6/2018,D,Deborah Goldberg,18,1,14,1,Massachusetts,Mass.,78,78,22
MA,US Congressional Senator,State,Elizabeth A. Warren (D),I,6/5/2018,9/18/2018,11/6/2018,D,Elizabeth A. Warren,18,3,14,3,Massachusetts,Mass.,78,78,22
MA,US Congressional Senator,State,Beth Lindstrom (R),C,6/5/2018,9/18/2018,11/6/2018,R,Beth Lindstrom,18,3,4,3,Massachusetts,Mass.,22,78,22
MD,Governor,State,Krishanti Vignarajah (D),C,2/27/2018,6/26/2018,11/6/2018,D,Krishanti Vignarajah,10,1,7,1,Maryland,Md.,70,70,30
MD,US Congressional Representative,01,Allison Galbraith (D),C,2/27/2018,6/26/2018,11/6/2018,D,Allison Galbraith,10,6,7,1,Maryland,Md.,70,70,30
MD,US Congressional Representative,04,Thereasa M. Black (D),CP,2/27/2018,6/26/2018,11/6/2018,D,Thereasa M. Black,10,6,7,1,Maryland,Md.,70,70,30
MD,US Congressional Representative,06,Aruna Miller (D),O,2/27/2018,6/26/2018,11/6/2018,D,Aruna Miller,10,6,7,4,Maryland,Md.,70,70,30
MD,US Congressional Representative,06,Kelly Schulz (R),O,2/27/2018,6/26/2018,11/6/2018,R,Kelly Schulz,10,6,3,4,Maryland,Md.,30,70,30
MD,US Congressional Representative,06,Amie Hoeber (R),O,2/27/2018,6/26/2018,11/6/2018,R,Amie Hoeber,10,6,3,4,Maryland,Md.,30,70,30
MD,US Congressional Representative,06,Nadia Hashimi (D),O,2/27/2018,6/26/2018,11/6/2018,D,Nadia Hashimi,10,6,7,4,Maryland,Md.,70,70,30
MD,Comptroller,State,Anjali Reed Phukan (R),C,2/27/2018,6/26/2018,11/6/2018,R,Anjali Reed Phukan,10,1,3,1,Maryland,Md.,30,70,30
MD,US Congressional Senator,State,Debbie F. Wilson (D),CP,2/27/2018,6/26/2018,11/6/2018,D,Debbie F. Wilson,10,2,7,2,Maryland,Md.,70,70,30
MD,US Congressional Senator,State,Chelsea Manning (D),CP,2/27/2018,6/26/2018,11/6/2018,D,Chelsea Manning,10,2,7,2,Maryland,Md.,70,70,30
ME,Governor,State,Cynthia Soma-Hernandez (D),O,3/15/2018,6/12/2018,11/6/2018,D,Cynthia Soma-Hernandez,8,7,7,7,Maine,Maine,88,88,12
ME,Governor,State,Mary Mayhew (R),O,3/15/2018,6/12/2018,11/6/2018,R,Mary Mayhew,8,7,1,7,Maine,Maine,12,88,12
ME,Governor,State,Janet Mills (D),O,3/15/2018,6/12/2018,11/6/2018,D,Janet Mills,8,7,7,7,Maine,Maine,88,88,12
ME,Governor,State,Betsy Sweet (D),O,3/15/2018,6/12/2018,11/6/2018,D,Betsy Sweet,8,7,7,7,Maine,Maine,88,88,12
ME,US Congressional Representative,01,Chellie M. Pingree (D),I,3/15/2018,6/12/2018,11/6/2018,D,Chellie M. Pingree,8,1,7,1,Maine,Maine,88,88,12
ME,Governor,State,Diane Russell (D),O,3/15/2018,6/12/2018,11/6/2018,D,Diane Russell,8,7,7,7,Maine,Maine,88,88,12
ME,Governor,State,Chellie Pingree (D),O,3/15/2018,6/12/2018,11/6/2018,D,Chellie Pingree,8,7,7,7,Maine,Maine,88,88,12
ME,Governor,State,Donna Dion (D),O,3/15/2018,6/12/2018,11/6/2018,D,Donna Dion,8,7,7,7,Maine,Maine,88,88,12
MI,Governor,State,Gretchen Whitmer (D),O,4/24/2018,8/7/2018,11/6/2018,D,Gretchen Whitmer,15,1,12,1,Michigan,Mich.,80,80,20
MI,US Congressional Representative,03,Cathy Albro (D),C,4/24/2018,8/7/2018,11/6/2018,D,Cathy Albro,15,11,12,1,Michigan,Mich.,80,80,20
MI,Secretary of State,State,Jocelyn Benson (D),O,4/24/2018,8/7/2018,11/6/2018,D,Jocelyn Benson,15,1,12,1,Michigan,Mich.,80,80,20
MI,Attorney General,State,Tonya Schuitmaker (R),O,4/24/2018,8/7/2018,11/6/2018,R,Tonya Schuitmaker,15,1,3,1,Michigan,Mich.,20,80,20
MI,US Congressional Senator,State,Debbie A. Stabenow (D),I,4/24/2018,8/7/2018,11/6/2018,D,Debbie A. Stabenow,15,1,12,1,Michigan,Mich.,80,80,20
MI,US Congressional Representative,10,Kimberly Bizon (D),C,4/24/2018,8/7/2018,11/6/2018,D,Kimberly Bizon,15,11,12,1,Michigan,Mich.,80,80,20
MI,US Congressional Representative,07,Gretchen D. Driskell (D),C,4/24/2018,8/7/2018,11/6/2018,D,Gretchen D. Driskell ,15,11,12,1,Michigan,Mich.,80,80,20
MI,US Congressional Representative,08,Elissa Slotkin (D),C,4/24/2018,8/7/2018,11/6/2018,D,Elissa Slotkin,15,11,12,1,Michigan,Mich.,80,80,20
MI,US Congressional Representative,09,Ellen C. Lipton (D),O,4/24/2018,8/7/2018,11/6/2018,D,Ellen C. Lipton,15,11,12,1,Michigan,Mich.,80,80,20
MI,US Congressional Representative,11,Kristine Bonds (R),O,4/24/2018,8/7/2018,11/6/2018,R,Kristine Bonds,15,11,3,4,Michigan,Mich.,20,80,20
MI,US Congressional Representative,12,Debbie Dingell (D),I,4/24/2018,8/7/2018,11/6/2018,D,Debbie Dingell,15,11,12,1,Michigan,Mich.,80,80,20
MI,US Congressional Representative,14,Brenda L. Lawrence (D),I,4/24/2018,8/7/2018,11/6/2018,D,Brenda L. Lawrence,15,11,12,1,Michigan,Mich.,80,80,20
MI,US Congressional Representative,11,Haley Stevens (D),O,4/24/2018,8/7/2018,11/6/2018,D,Haley Stevens,15,11,12,4,Michigan,Mich.,80,80,20
MI,US Congressional Representative,11,Fayrouz Saad (D),O,4/24/2018,8/7/2018,11/6/2018,D,Fayrouz Saad,15,11,12,4,Michigan,Mich.,80,80,20
MI,US Congressional Representative,11,Lena Epstein (R),O,4/24/2018,8/7/2018,11/6/2018,R,Lena Epstein,15,11,3,4,Michigan,Mich.,20,80,20
MN,Governor,State,Lori Swanson (DFL),O,6/5/2018,8/14/2018,11/6/2018,D,Lori Swanson,19,8,13,8,Minnesota,Minn.,68,68,32
MN,Governor,State,Tina Liebling (DFL),O,6/5/2018,8/14/2018,11/6/2018,D,Tina Liebling,19,8,13,8,Minnesota,Minn.,68,68,32
MN,Governor,State,Erin Murphy (DFL),O,6/5/2018,8/14/2018,11/6/2018,D,Erin Murphy,19,8,13,8,Minnesota,Minn.,68,68,32
MN,Governor,State,Rebecca Otto (DFL),O,6/5/2018,8/14/2018,11/6/2018,D,Rebecca Otto,19,8,13,8,Minnesota,Minn.,68,68,32
MN,Governor,State,Mary Guiliani Stephens (R),O,6/5/2018,8/14/2018,11/6/2018,R,Mary Guiliani Stephens,19,8,6,8,Minnesota,Minn.,32,68,32
MN,Governor,State,Jennifer Loon (R),O,6/5/2018,8/14/2018,11/6/2018,R,Jennifer Loon,19,8,6,8,Minnesota,Minn.,32,68,32
MN,Governor,State,Julie Rosen (R),O,6/5/2018,8/14/2018,11/6/2018,R,Julie Rosen,19,8,6,8,Minnesota,Minn.,32,68,32
MN,Governor,State,Amy Koch (R),O,6/5/2018,8/14/2018,11/6/2018,R,Amy Koch,19,8,6,8,Minnesota,Minn.,32,68,32
MN,US Congressional Senator,State,Tina Smith (DFL),I,6/5/2018,8/14/2018,11/6/2018,D,Tina Smith,19,3,13,3,Minnesota,Minn.,68,68,32
MN,US Congressional Senator,State,Karin Housley (R),C,6/5/2018,8/14/2018,11/6/2018,R,Karin Housley,19,3,6,3,Minnesota,Minn.,32,68,32
MN,US Congressional Representative,01,Carla Nelson (R),O,6/5/2018,8/14/2018,11/6/2018,R,Carla Nelson,19,6,6,2,Minnesota,Minn.,32,68,32
MN,US Congressional Representative,01,Vicki Jensen (DFL),O,6/5/2018,8/14/2018,11/6/2018,D,Vicki Jensen ,19,6,13,2,Minnesota,Minn.,68,68,32
MN,US Congressional Representative,02,Angela Craig (DFL),C,6/5/2018,8/14/2018,11/6/2018,D,Angela Craig,19,6,13,1,Minnesota,Minn.,68,68,32
MN,US Congressional Representative,03,Alicia Donahue (DFL),C,6/5/2018,8/14/2018,11/6/2018,D,Alicia Donahue,19,6,13,1,Minnesota,Minn.,68,68,32
MN,US Congressional Representative,04,Betty McCollum (DFL),I,6/5/2018,8/14/2018,11/6/2018,D,Betty McCollum,19,6,13,1,Minnesota,Minn.,68,68,32
MN,US Congressional Representative,08,Leah Philfer (DFL),CP,6/5/2018,8/14/2018,11/6/2018,D,Leah Philfer,19,6,13,1,Minnesota,Minn.,68,68,32
MN,US Congressional Senator,State,Amy Klobuchar (DFL),I,6/5/2018,8/14/2018,11/6/2018,D,Amy Klobuchar,19,3,13,3,Minnesota,Minn.,68,68,32
MN,Attorney General,State,Lori Swanson (DFL),I,6/5/2018,8/14/2018,11/6/2018,D,Lori Swanson,19,2,13,2,Minnesota,Minn.,68,68,32
MN,Attorney General,State,Debra Hilstrom (DFL),CP,6/5/2018,8/14/2018,11/6/2018,D,Debra Hilstrom,19,2,13,2,Minnesota,Minn.,68,68,32
MO,US Congressional Senator,State,Claire McCaskill (D),I,3/27/2018,8/7/2018,11/6/2018,D,Claire McCaskill,14,3,10,3,Missouri,Mo.,71,71,29
MO,Auditor,State,Nicole Galloway (D),I,3/27/2018,8/7/2018,11/6/2018,D,Nicole Galloway,14,1,10,1,Missouri,Mo.,71,71,29
MO,US Congressional Representative,01,Cori Bush (D),CP,3/27/2018,8/7/2018,11/6/2018,D,Cori Bush,14,10,10,2,Missouri,Mo.,71,71,29
MO,US Congressional Representative,02,Ann L. Wagner (R),I,3/27/2018,8/7/2018,11/6/2018,R,Ann L. Wagner,14,10,4,2,Missouri,Mo.,29,71,29
MO,US Congressional Representative,02,Kelli L. Dunaway (D),C,3/27/2018,8/7/2018,11/6/2018,D,Kelli L. Dunaway,14,10,10,2,Missouri,Mo.,71,71,29
MO,US Congressional Representative,03,Katy Geppert (D),C,3/27/2018,8/7/2018,11/6/2018,D,Katy Geppert,14,10,10,1,Missouri,Mo.,71,71,29
MO,US Congressional Representative,04,Vicky Jo Hartzler (R),I,3/27/2018,8/7/2018,11/6/2018,R,Vicky Jo Hartzler,14,10,4,3,Missouri,Mo.,29,71,29
MO,US Congressional Representative,04,Suzanne Renee Hoagenson (D),C,3/27/2018,8/7/2018,11/6/2018,D,Suzanne Renee Hoagenson,14,10,10,3,Missouri,Mo.,71,71,29
MO,US Congressional Representative,04,Jenne M. Bourgeois (R),C,3/27/2018,8/7/2018,11/6/2018,R,Jenne M. Bourgeois,14,10,4,3,Missouri,Mo.,29,71,29
MO,US Congressional Representative,06,Jenna Squires (D),C,3/27/2018,8/7/2018,11/6/2018,D,Jenna Squires,14,10,10,1,Missouri,Mo.,71,71,29
MO,US Congressional Representative,08,Kathryn Ellis (D),C,3/27/2018,8/7/2018,11/6/2018,D,Kathryn Ellis,14,10,10,1,Missouri,Mo.,71,71,29
MO,US Congressional Senator,State,Marsha Haefner (R),C,3/27/2018,8/7/2018,11/6/2018,R,Marsha Haefner,14,3,4,3,Missouri,Mo.,29,71,29
